gf_name,topology,T,eta,maxbond,error_l1,mem_bytes
gf,QTT_Int,100.0,0.5,45,1.9959465923850604e-17,223888
gf,ITTN,100.0,0.5,45,1.5408115391657302e-17,197648
gf,QTT_Seq,100.0,0.5,50,0.026809597435474133,851384
gf,BTTN,100.0,0.5,50,0.004786795633499873,416456
gf,CTTN,100.0,0.5,50,0.029095278765074555,364696
gf,QTT_Int,100.0,0.5,50,1.8570309473392425e-17,223888
gf,ITTN,100.0,0.5,50,1.504676741846435e-17,197648
gf,QTT_Seq,100.0,0.5,55,0.032136621481687055,704952
gf,BTTN,100.0,0.5,55,0.004838320445732642,441416
gf,CTTN,100.0,0.5,55,0.02861617215187687,351384
gf,QTT_Int,100.0,0.5,55,2.169387885353531e-17,223888
gf,ITTN,100.0,0.5,55,1.4089458007742652e-17,197648
gf,QTT_Seq,100.0,0.5,60,0.022282037934074076,895480
gf,BTTN,100.0,0.5,60,0.002451247801947536,417288
gf,CTTN,100.0,0.5,60,0.02079174667955197,338072
gf,QTT_Int,100.0,0.5,60,1.5175497964554534e-17,223888
gf,ITTN,100.0,0.5,60,2.1566816110928714e-17,197648
gf,QTT_Seq,100.0,2.0,5,0.013209714105669377,263824
gf,BTTN,100.0,2.0,5,0.007447853503205669,229920
gf,CTTN,100.0,2.0,5,0.007044410229777077,262992
gf,QTT_Int,100.0,2.0,5,8.980389899378561e-6,220560
gf,ITTN,100.0,2.0,5,1.7645447279748628e-18,197648
gf,QTT_Seq,100.0,2.0,10,0.011607940760204265,394648
gf,BTTN,100.0,2.0,10,0.00707023206160986,271720
gf,CTTN,100.0,2.0,10,0.01007303055634916,332248
gf,QTT_Int,100.0,2.0,10,1.4612069835395807e-8,220560
gf,ITTN,100.0,2.0,10,3.118213135960539e-18,197648
gf,QTT_Seq,100.0,2.0,15,0.007922372148293963,451224
gf,BTTN,100.0,2.0,15,0.008837216404474086,295016
gf,CTTN,100.0,2.0,15,0.014849306598240124,344728
gf,QTT_Int,100.0,2.0,15,1.3006140233661623e-5,220560
gf,ITTN,100.0,2.0,15,1.934468655519323e-18,197648
gf,QTT_Seq,100.0,2.0,20,0.011714058937247512,520280
gf,BTTN,100.0,2.0,20,0.009793495228181104,319144
gf,CTTN,100.0,2.0,20,0.005261292162068044,329752
gf,QTT_Int,100.0,2.0,20,2.1125241444065867e-5,220560
gf,ITTN,100.0,2.0,20,1.847674025027934e-18,197648
gf,QTT_Seq,100.0,2.0,25,0.009901686585258028,578520
gf,BTTN,100.0,2.0,25,0.009630907585945321,342440
gf,CTTN,100.0,2.0,25,0.0061360071279224875,348888
gf,QTT_Int,100.0,2.0,25,3.1530979577077786e-8,220560
gf,ITTN,100.0,2.0,25,2.561089939285515e-18,197648
